Threads, Peak Performance
9740,33893.402344
9741,31783.630859
9742,28403.835938
9743,27666.175781
9744,17587.123047
9745,13779.241211
9746,14051.479492
9747,23177.613281
9748,12345.813477
9749,10666.363281
9750,17963.369141
9751,12477.182617
9752,6386.361816
9753,14128.826172
9754,5360.263672
9755,7666.454590
9756,5128.537109
9757,15990.393555
9758,2030.886597
9759,1260.276245
9760,-4948.319824
9761,-16705.576172
9762,-2136.774658
9763,-1665.758545
9764,-10890.590820
9765,-10144.598633
9766,-18864.693359
9767,-6601.210938
9768,-14191.633789
9769,-13605.833008
9770,-15508.251953
9771,-10692.901367
9772,-14591.216797
9773,-12441.394531
9774,-15232.766602
9775,-17130.623047
9776,-18860.892578
9777,-21110.308594
9778,-16314.496094
9779,-23984.675781
9780,-15965.130859
9781,-32325.660156
9782,-31154.173828
9783,-19668.226562
9784,-39375.570312
9785,-28765.384766
9786,-38145.535156
9787,-37269.699219
9788,-34142.437500
9789,-29527.410156
9790,-42653.082031
9791,-36601.976562
9792,-23636.681641
9793,-42588.554688
9794,-42479.070312
9795,-33572.652344
9796,-34126.164062
9797,-46880.636719
9798,-40197.246094
9799,-37032.714844
9800,-44962.003906
9801,-47204.679688
9802,-39823.464844
9803,-43665.605469
9804,-30338.894531
9805,-34032.304688
9806,-45369.457031
9807,-44134.542969
9808,-53102.515625
9809,-46021.453125
9810,-49573.296875
9811,-43790.078125
9812,-48199.242188
9813,-43532.578125
9814,-45065.136719
9815,-44865.113281
9816,-53154.980469
9817,-49135.515625
9818,-40668.496094
9819,-49063.589844
9820,-38624.886719
9821,-39642.238281
9822,-35329.480469
9823,-48571.964844
9824,-52648.296875
9825,-39871.890625
9826,-48108.410156
9827,-41584.003906
9828,-35529.679688
9829,-42883.148438
9830,-33817.773438
9831,-40790.050781
9832,-38642.488281
9833,-42101.488281
9834,-30765.150391
9835,-40662.917969
9836,-37621.921875
9837,-41391.265625
9838,-34411.914062
9839,-37235.699219
9840,-25803.611328
9841,-32255.761719
9842,-34864.230469
9843,-21643.878906
9844,-25211.087891
9845,-31463.304688
9846,-10376.672852
9847,-26712.082031
9848,-20886.359375
9849,-23748.283203
9850,-21018.240234
9851,-25209.695312
9852,-20783.468750
9853,-21581.818359
9854,-9465.948242
9855,-16674.623047
9856,-6025.762207
9857,-3002.093262
9858,-16526.205078
9859,-25995.771484
9860,-12869.863281
9861,-9165.312500
9862,1238.328491
9863,-6741.236816
9864,-9366.970703
9865,-15784.355469
9866,-1776.948730
9867,-5655.215332
9868,-4137.054688
9869,-11522.474609
9870,1898.422852
9871,4020.164551
9872,10420.191406
9873,6404.540039
9874,12485.467773
9875,10426.254883
9876,16058.980469
9877,8045.570801
9878,11075.615234
9879,14436.847656
9880,10316.005859
9881,27747.673828
9882,21802.466797
9883,23746.480469
9884,18545.666016
9885,32321.222656
9886,22603.261719
9887,23707.072266
9888,21304.001953
9889,12260.636719
9890,29540.757812
9891,21773.216797
9892,33330.855469
9893,34062.492188
9894,28707.687500
9895,35191.148438
9896,33087.988281
9897,37707.050781
9898,26616.435547
9899,34840.699219
9900,41673.265625
9901,37245.246094
9902,42801.203125
9903,36946.632812
9904,38176.148438
9905,39761.207031
9906,40291.183594
9907,50907.070312
9908,40744.917969
9909,47416.734375
9910,40953.121094
9911,36654.207031
9912,43357.312500
9913,45225.500000
9914,49213.871094
9915,47178.675781
9916,50027.847656
9917,37211.128906
9918,45066.421875
9919,53673.230469
9920,34147.187500
9921,48344.359375
9922,38199.527344
9923,38473.652344
9924,49494.707031
9925,42791.765625
9926,47533.507812
9927,37538.546875
9928,42349.394531
9929,56842.609375
9930,49915.085938
9931,38012.617188
9932,39931.140625
9933,42139.757812
9934,45336.421875
9935,47059.421875
9936,40104.328125
9937,42877.687500
9938,43650.960938
9939,34538.871094
9940,25817.996094
9941,35264.945312
9942,38664.562500
9943,42219.117188
9944,40446.625000
9945,43670.378906
9946,36117.781250
9947,32079.646484
9948,30324.853516
9949,32544.609375
9950,35210.910156
9951,29061.458984
9952,27324.076172
9953,29833.789062
9954,44813.449219
9955,21056.703125
9956,22838.537109
9957,10879.426758
9958,6701.570312
9959,12160.039062
9960,12919.118164
9961,20829.058594
9962,22859.750000
9963,13289.832031
9964,3228.039795
9965,9240.447266
9966,7779.687988
9967,10435.075195
9968,15106.788086
9969,10338.091797
9970,19464.878906
9971,5720.779785
9972,7804.878418
9973,552.062622
9974,6421.544922
9975,-5449.247559
9976,4797.005371
9977,189.668716
9978,-2945.924561
9979,2831.118652
9980,-1457.510010
9981,-11475.747070
9982,-3748.583008
9983,-11964.162109
9984,-18326.029297
9985,-15818.744141
9986,-17927.138672
9987,-12726.571289
9988,-24566.140625
9989,-7934.727051
9990,-9156.437500
9991,-12485.338867
9992,-21636.917969
9993,-31608.101562
9994,-35866.710938
9995,-21697.865234
9996,-21105.580078
9997,-34692.777344
9998,-22267.966797
9999,-36106.089844
10000,-30083.679688
10001,-24753.554688
10002,-43901.277344
10003,-27582.818359
10004,-36795.945312
10005,-36177.761719
10006,-30129.689453
10007,-36098.554688
10008,-24805.742188
10009,-34367.312500
10010,-42111.988281
10011,-43790.410156
10012,-44529.617188
10013,-41568.777344
10014,-40527.609375
10015,-48117.121094
10016,-42037.457031
10017,-47604.128906
10018,-44617.843750
10019,-50577.222656
10020,-55227.714844
10021,-52083.628906
10022,-53248.804688
10023,-41547.328125
10024,-52763.191406
10025,-43121.070312
10026,-49797.328125
10027,-45696.636719
10028,-41036.996094
10029,-53372.503906
10030,-46225.136719
10031,-53046.601562
10032,-47623.980469
10033,-44167.605469
10034,-49734.046875
10035,-33646.839844
10036,-47780.777344
10037,-49327.320312
10038,-32980.367188
10039,-45599.910156
10040,-33214.980469
10041,-51114.980469
10042,-55495.273438
10043,-40360.531250
10044,-44509.878906
10045,-43720.101562
10046,-61083.562500
10047,-37042.507812
10048,-37058.976562
10049,-29961.876953
10050,-36194.179688
10051,-33038.414062
10052,-27641.992188
10053,-41306.527344
10054,-31297.173828
10055,-38028.261719
10056,-36285.863281
10057,-41859.378906
10058,-38366.898438
10059,-33998.687500
10060,-32858.183594
10061,-19831.308594
10062,-23621.994141
10063,-28281.421875
10064,-28194.093750
10065,-24131.126953
10066,-21545.304688
10067,-17929.783203
10068,-21644.580078
10069,-18847.666016
10070,-21128.193359
10071,-27949.531250
10072,-27878.230469
10073,-12425.715820
10074,-7860.987305
10075,-15471.493164
10076,-8463.672852
10077,-11143.769531
10078,337.771149
10079,-8841.814453
10080,2879.853516
10081,-9976.429688
10082,-6456.301270
10083,-3498.278076
10084,6924.317383
10085,3707.271973
10086,1587.427612
10087,-4442.377441
10088,10773.813477
10089,4837.417480
10090,16641.017578
10091,19019.298828
10092,13194.331055
10093,14128.389648
10094,22994.558594
10095,12496.215820
10096,9204.028320
10097,16320.921875
10098,27259.900391
10099,16496.689453
10100,17078.765625
10101,28795.683594
10102,24758.736328
10103,27045.232422
10104,35602.042969
10105,22140.859375
10106,23203.757812
10107,24533.638672
10108,24844.048828
10109,28382.349609
10110,28991.589844
10111,29458.916016
10112,23229.068359
10113,34439.691406
10114,43395.023438
10115,51155.574219
10116,36510.226562
10117,32255.574219
10118,32331.136719
10119,42241.906250
10120,37403.152344
10121,32561.025391
10122,37332.046875
10123,43050.824219
10124,47413.312500
10125,41874.589844
10126,39879.710938
10127,38286.125000
10128,38896.457031
10129,48714.312500
10130,48014.199219
10131,42437.027344
10132,49540.250000
10133,47306.007812
10134,45820.531250
10135,34709.722656
10136,42581.777344
10137,42069.679688
10138,47320.316406
10139,36023.886719
10140,51356.894531
10141,47739.414062
10142,44220.617188
10143,44274.628906
10144,47752.628906
10145,43445.617188
10146,37875.218750
10147,49663.246094
10148,53956.523438
10149,51281.449219
10150,42795.890625
10151,35437.847656
10152,37504.714844
10153,46146.484375
10154,35811.062500
10155,41876.949219
10156,43651.421875
10157,32607.681641
10158,34075.753906
10159,36284.152344
10160,29001.287109
10161,33543.523438
10162,29302.980469
10163,32025.763672
10164,32062.203125
10165,35944.386719
10166,37649.031250
10167,18931.119141
10168,20316.427734
10169,32086.185547
10170,23519.845703
10171,20269.406250
10172,23465.326172
10173,19532.681641
10174,31116.855469
10175,21663.308594
10176,20529.023438
10177,11435.608398
10178,9057.819336
10179,12295.718750
10180,17408.892578
10181,20278.917969
10182,-1270.043945
10183,5726.821777
10184,8963.156250
10185,9156.250000
10186,8895.166016
10187,15761.036133
10188,10615.123047
10189,4988.095703
10190,14663.023438
10191,-5688.145020
10192,10530.892578
10193,6140.875488
10194,-20929.462891
10195,7506.736328
10196,-2898.298584
10197,-11274.045898
10198,-16505.265625
10199,-11923.603516
10200,-8725.108398
10201,-20910.791016
10202,-14680.880859
10203,-5100.153320
10204,-19526.949219
10205,-19332.738281
10206,-22117.138672
10207,-19788.837891
10208,-25424.019531
10209,-37366.781250
10210,-19115.068359
10211,-33765.179688
10212,-23940.933594
10213,-40847.828125
10214,-36270.703125
10215,-29545.712891
10216,-30762.484375
10217,-40365.277344
10218,-50661.121094
10219,-39627.878906
10220,-43884.609375
10221,-36029.656250
10222,-41013.691406
10223,-35274.929688
10224,-43414.945312
10225,-28388.964844
10226,-37896.218750
10227,-53309.652344
10228,-41236.699219
10229,-53265.496094
10230,-55952.640625
10231,-42157.851562
10232,-48443.925781
10233,-43096.160156
10234,-45762.632812
10235,-43922.238281
10236,-39830.917969
10237,-41976.281250
10238,-51227.042969
10239,-49539.492188
10240,-48807.375000
10241,-43616.796875
10242,-44381.652344
10243,-48660.808594
10244,-37631.703125
10245,-48504.984375
10246,-56241.269531
10247,-40707.558594
10248,-48164.425781
10249,-51642.554688
10250,-41858.542969
10251,-52443.835938
10252,-46118.906250
10253,-45657.886719
10254,-48599.371094
10255,-42404.140625
10256,-54636.148438
10257,-35563.503906
10258,-38080.449219
10259,-42259.011719
10260,-36750.507812
10261,-40101.429688
10262,-43328.230469
10263,-41574.718750
10264,-31405.777344
10265,-39036.113281
10266,-38121.156250
10267,-36786.640625
10268,-31398.464844
10269,-44180.000000
10270,-37348.003906
10271,-29202.746094
10272,-29997.216797
10273,-34528.644531
10274,-31341.412109
10275,-36030.027344
10276,-35279.742188
10277,-25097.835938
10278,-30496.478516
10279,-25065.304688
10280,-26934.121094
10281,-18116.398438
10282,-16672.910156
10283,-16957.349609
10284,-13849.961914
10285,-12541.185547
10286,-16954.259766
10287,-23956.955078
10288,-7881.258789
10289,-7283.792969
10290,-14318.842773
10291,-10934.313477
10292,-6339.765625
10293,-12685.816406
10294,-11841.216797
10295,4307.116211
10296,-9471.034180
10297,-9060.278320
10298,-6078.111328
10299,-3361.387207
10300,1826.779541
10301,-3423.093262
10302,-5063.835449
10303,3351.536377
10304,14782.225586
10305,12748.840820
10306,-3616.876709
10307,18093.070312
10308,8568.014648
10309,11358.942383
10310,22755.283203
10311,23801.005859
10312,18032.931641
10313,21061.353516
10314,23417.093750
10315,14860.506836
10316,18957.859375
10317,21358.851562
10318,19739.521484
10319,23510.199219
10320,26131.824219
10321,29803.560547
10322,27307.621094
10323,25962.873047
10324,37493.230469
10325,30677.878906
10326,33039.203125
10327,22923.792969
10328,38713.511719
10329,38602.609375
10330,32888.386719
10331,25670.910156
10332,42531.859375
10333,36997.265625
10334,35416.683594
10335,39632.789062
10336,29196.039062
10337,52283.703125
10338,48870.191406
10339,38536.027344
10340,50121.933594
10341,29881.070312
10342,46224.730469
10343,41562.582031
10344,48389.601562
10345,43026.445312
10346,48271.417969
10347,48183.179688
10348,41064.464844
10349,39111.316406
10350,40003.187500
10351,41700.613281
10352,52383.929688
10353,53198.691406
10354,51995.242188
10355,46216.757812
10356,49459.484375
10357,31566.056641
10358,48997.578125
10359,49120.324219
10360,42541.914062
10361,43041.113281
10362,40204.410156
10363,35770.082031
10364,42125.183594
10365,35951.925781
10366,43208.421875
10367,46072.296875
10368,39565.878906
10369,38091.257812
10370,44087.046875
10371,35029.421875
10372,44262.992188
10373,38750.226562
10374,32947.472656
10375,40820.125000
10376,46447.378906
10377,24520.039062
10378,32326.923828
10379,38126.375000
10380,35733.707031
10381,23768.720703
10382,26697.585938
10383,31786.160156
10384,19929.570312
10385,25179.509766
10386,23520.957031
10387,21618.021484
10388,28667.021484
10389,21108.595703
10390,22140.052734
10391,17020.353516
10392,14519.325195
10393,26404.476562
10394,9368.424805
10395,16757.578125
10396,16796.578125
10397,12372.080078
10398,14334.716797
10399,15998.120117
10400,11478.636719
10401,2637.197510
10402,-199.783203
10403,-1993.862549
10404,1333.058960
10405,13806.569336
10406,9427.112305
10407,5178.073242
10408,5337.032227
10409,-5068.643066
10410,-8996.761719
10411,-11307.727539
10412,2938.239258
10413,-4369.929199
10414,-15907.491211
10415,-11419.812500
10416,-32277.177734
10417,-16123.341797
10418,-13254.818359
10419,-14169.253906
10420,-19020.425781
10421,-15730.515625
10422,-26200.453125
10423,-17270.738281
10424,-21611.035156
10425,-32284.306641
10426,-22242.416016
10427,-23607.679688
10428,-26988.070312
10429,-27257.562500
10430,-27650.193359
10431,-27008.314453
10432,-23544.082031
10433,-38439.359375
10434,-37975.664062
10435,-33639.109375
10436,-39555.929688
10437,-27293.201172
10438,-44418.566406
10439,-37699.304688
10440,-35794.679688
10441,-43512.789062
10442,-43246.300781
10443,-43324.582031
10444,-32203.472656
10445,-35960.042969
10446,-48945.152344
10447,-40318.335938
10448,-35400.968750
10449,-32969.328125
10450,-32679.203125
10451,-49494.644531
10452,-37211.121094
10453,-52971.617188
10454,-46784.785156
10455,-46078.058594
10456,-40483.429688
10457,-38077.160156
10458,-43420.066406
10459,-42902.339844
10460,-43867.175781
10461,-42080.519531
10462,-47981.742188
10463,-45109.503906
10464,-34576.324219
10465,-28496.126953
10466,-40940.421875
10467,-36540.250000
10468,-59346.742188
10469,-34738.199219
10470,-49859.777344
10471,-46300.042969
10472,-37117.605469
10473,-37433.187500
10474,-39554.179688
10475,-44550.191406
10476,-34831.816406
10477,-37294.894531
10478,-34016.511719
10479,-30829.568359
10480,-36503.339844
10481,-26040.927734
10482,-30572.220703
10483,-40482.988281
10484,-35921.710938
10485,-39742.484375
10486,-43602.562500
10487,-20630.562500
10488,-36048.035156
10489,-42338.691406
10490,-38233.769531
10491,-26397.640625
10492,-26981.484375
10493,-25540.099609
10494,-22733.675781
10495,-19168.142578
10496,-25450.144531
10497,-26716.613281
10498,-31640.615234
10499,-20957.042969
10500,-13681.368164
10501,-23534.062500
10502,-20327.535156
10503,-16553.849609
10504,-8601.500977
10505,-20270.945312
10506,-6541.497559
10507,7181.871582
10508,-10573.596680
10509,-1081.704468
10510,-3960.385010
10511,-11722.964844
10512,-8235.068359
10513,-1769.076660
10514,-3989.947510
10515,-1317.890625
10516,3393.898682
10517,15303.372070
10518,1570.359619
10519,9380.943359
10520,-1026.275024
10521,16617.728516
10522,14107.674805
10523,8232.003906
10524,4409.946289
10525,23175.173828
10526,1958.916870
10527,18394.757812
10528,22446.244141
10529,14131.243164
10530,11362.992188
10531,12411.362305
10532,20091.410156
10533,15825.102539
10534,29477.603516
10535,11861.041016
10536,30531.759766
10537,30958.431641
10538,31538.345703
10539,37985.554688
10540,27270.998047
10541,30896.419922
10542,30752.820312
10543,33379.300781
10544,39226.449219
10545,41014.707031
10546,24263.804688
10547,37633.605469
10548,43970.980469
10549,30902.888672
10550,38707.832031
10551,55396.781250
10552,42777.855469
10553,52056.046875
10554,37353.171875
10555,37278.921875
10556,38355.785156
10557,46317.195312
10558,34119.945312
10559,43106.757812
10560,46187.984375
10561,49014.234375
10562,40425.441406
10563,46801.554688
10564,46656.058594
10565,46600.640625
10566,42803.679688
10567,40761.218750
10568,37136.226562
10569,47131.160156
10570,47819.019531
10571,49884.542969
10572,36753.789062
10573,46226.570312
10574,44406.984375
10575,39971.281250
10576,46523.914062
10577,36227.203125
10578,38781.878906
10579,59022.824219
10580,47789.808594
10581,50494.085938
10582,41346.128906
10583,43408.613281
10584,31206.900391
10585,46537.781250
10586,41314.441406
10587,30682.062500
10588,50576.660156
10589,30130.380859
10590,34658.687500
10591,27468.185547
10592,20308.763672
10593,31113.521484
10594,27883.701172
10595,27936.585938
10596,17693.431641
10597,27236.134766
10598,34765.285156
10599,40667.347656
10600,27913.103516
10601,26186.603516
10602,11981.148438
10603,16344.055664
10604,23539.566406
10605,18317.728516
10606,22118.521484
10607,23078.582031
10608,17778.623047
10609,20154.228516
10610,21880.169922
10611,13592.022461
10612,11257.901367
10613,19386.373047
10614,8009.042969
10615,3367.421143
10616,16816.005859
10617,14043.797852
10618,5162.631348
10619,5948.711426
10620,399.697021
10621,1181.392212
10622,2309.109619
10623,-548.902405
10624,-8565.625000
10625,-383.836365
10626,-7383.148438
10627,-9808.486328
10628,-15630.068359
10629,-13520.101562
10630,-19981.632812
10631,392.101685
10632,-18986.476562
10633,-14677.706055
10634,-16002.055664
10635,-25942.140625
10636,-22442.712891
10637,-23128.070312
10638,-18381.515625
10639,-18540.878906
10640,-24511.775391
10641,-35158.644531
10642,-27861.500000
10643,-33838.019531
10644,-28311.226562
10645,-24068.187500
10646,-37275.941406
10647,-30306.843750
10648,-34979.355469
10649,-36951.484375
10650,-35974.503906
10651,-35571.992188
10652,-33851.445312
10653,-34676.824219
10654,-42335.527344
10655,-39550.664062
10656,-36825.328125
10657,-42649.511719
10658,-27698.955078
10659,-45405.953125
10660,-39931.148438
10661,-34132.460938
10662,-43864.863281
10663,-39229.500000
10664,-43034.042969
10665,-48669.195312
10666,-46470.996094
10667,-39063.078125
10668,-47693.859375
10669,-49634.105469
10670,-46420.847656
10671,-35384.730469
10672,-44636.976562
10673,-54768.757812
10674,-38089.828125
10675,-32979.058594
10676,-53608.339844
10677,-44458.656250
10678,-45379.472656
10679,-40047.269531
10680,-39228.957031
10681,-51724.058594
10682,-54672.414062
10683,-32736.123047
10684,-37173.363281
10685,-42846.742188
10686,-50828.394531
10687,-43355.789062
10688,-41613.468750
10689,-49692.996094
10690,-39486.781250
10691,-48678.148438
10692,-44015.289062
10693,-42904.359375
10694,-47606.015625
10695,-38119.214844
10696,-39634.464844
10697,-41336.500000
10698,-41229.406250
10699,-43741.304688
10700,-23694.101562
10701,-41072.445312
10702,-35157.765625
10703,-28458.681641
10704,-23413.548828
10705,-37309.980469
10706,-26934.455078
10707,-35387.683594
10708,-32752.074219
10709,-20093.431641
10710,-28054.439453
10711,-26549.433594
10712,-30261.925781
10713,-12601.687500
10714,-27226.386719
10715,-7789.945312
10716,-22800.964844
10717,-11833.524414
10718,-12506.101562
10719,-18111.470703
10720,-16489.894531
10721,-9497.836914
10722,-12827.437500
10723,-4272.987305
10724,-6396.049805
10725,-14661.527344
10726,-620.565735
10727,8024.499023
10728,-3811.350830
10729,-10926.964844
10730,-3207.526855
10731,4840.755371
10732,17703.425781
10733,1568.443237
10734,1577.447754
10735,-1957.180176
10736,1305.244141
10737,10821.400391
10738,4772.224121
10739,12286.645508
10740,24886.074219
10741,6922.668457
10742,5120.478516
10743,20664.583984
10744,14763.373047
10745,5625.594238
10746,22593.076172
10747,12462.371094
10748,26945.804688
10749,25568.908203
10750,30134.625000
10751,31857.849609
10752,29471.445312
10753,22937.541016
10754,32014.037109
10755,36710.339844
10756,39205.824219
10757,33567.277344
10758,37036.683594
10759,37500.023438
10760,29370.117188
10761,35612.152344
10762,33225.230469
10763,47777.605469
10764,36586.773438
10765,37658.921875
10766,38722.808594
10767,38794.769531
10768,37543.058594
10769,43670.175781
10770,38160.121094
10771,44358.925781
10772,34950.996094
10773,41953.808594
10774,52887.683594
10775,33397.718750
10776,50483.867188
10777,42234.769531
10778,50012.894531
10779,43697.042969
10780,44736.937500
10781,42839.355469
10782,44664.941406
10783,42891.449219
10784,42215.898438
10785,57573.277344
10786,34929.425781
10787,48287.445312
10788,42750.511719
10789,33895.714844
10790,38824.902344
10791,37026.121094
10792,44350.703125
10793,47809.152344
10794,37248.687500
10795,47584.105469
10796,35986.339844
10797,45224.726562
10798,37031.035156
10799,38541.015625
10800,47913.757812
10801,47173.589844
10802,55021.742188
10803,38967.421875
10804,42666.476562
10805,41814.703125
10806,32803.664062
10807,39822.519531
10808,38705.613281
10809,35412.695312
10810,19325.378906
10811,22984.580078
10812,16820.789062
10813,31816.037109
10814,30622.978516
10815,35155.394531
10816,19287.505859
10817,23585.583984
10818,27043.091797
10819,37620.433594
10820,28637.566406
10821,25824.900391
10822,23778.798828
10823,25660.814453
10824,25014.179688
10825,9581.962891
10826,5186.236328
10827,10580.336914
10828,5712.505859
10829,3422.077881
10830,1307.008423
10831,4755.183105
10832,12318.382812
10833,8978.099609
10834,842.490845
10835,6056.361328
10836,10316.766602
10837,-85.675560
10838,3064.658447
10839,-143.186798
10840,2315.718994
10841,-14342.176758
10842,-7502.281738
10843,-5499.389648
10844,-3827.183838
10845,-2960.899658
10846,-8939.724609
10847,-1933.646606
10848,-16567.863281
10849,-15638.023438
10850,-24549.656250
10851,-14559.270508
10852,-19504.285156
10853,-14102.230469
10854,-12302.672852
10855,-25358.414062
10856,-24089.394531
10857,-15697.137695
10858,-15057.049805
10859,-27981.148438
10860,-25127.679688
10861,-31201.330078
10862,-26171.107422
10863,-31296.544922
10864,-38673.609375
10865,-37058.910156
10866,-41988.289062
10867,-45042.605469
10868,-43518.519531
10869,-32519.615234
10870,-34801.765625
10871,-43582.562500
10872,-41184.609375
10873,-33973.800781
10874,-38137.777344
10875,-42060.003906
10876,-45426.906250
10877,-42709.187500
10878,-39423.167969
10879,-33398.917969
10880,-46205.355469
10881,-42920.679688
10882,-43012.878906
10883,-39159.003906
10884,-45680.726562
10885,-40577.609375
10886,-47321.023438
10887,-44605.585938
10888,-44293.605469
10889,-38148.140625
10890,-54959.636719
10891,-52638.730469
10892,-34832.003906
10893,-40858.777344
10894,-31424.123047
10895,-36080.726562
10896,-47707.371094
10897,-41721.023438
10898,-48942.625000
10899,-52758.125000
10900,-46503.757812
10901,-44577.222656
10902,-54168.882812
10903,-48944.710938
10904,-37764.164062
10905,-46366.023438
10906,-37762.070312
10907,-38103.031250
10908,-48357.593750
10909,-36716.117188
10910,-42159.515625
10911,-34738.343750
10912,-45178.332031
10913,-28592.244141
10914,-28653.458984
10915,-35200.113281
10916,-33015.203125
10917,-35899.097656
10918,-24059.679688
10919,-26705.869141
10920,-34487.941406
10921,-23033.769531
10922,-29679.812500
10923,-24998.781250
10924,-31422.072266
10925,-15998.566406
10926,-24117.453125
10927,-17785.882812
10928,-15738.749023
10929,-30819.708984
10930,-25653.931641
10931,722.314880
10932,-17963.101562
10933,-8412.200195
10934,-27008.982422
10935,-6101.942871
10936,-13316.930664
10937,-1478.990601
10938,-6343.024414
10939,-3127.501221
10940,-804.660156
10941,-9864.541016
10942,-2735.793701
10943,-192.210815
10944,-4999.046387
10945,-4344.119629
10946,-406.459290
10947,13454.776367
10948,6920.060547
10949,7388.184082
10950,9889.602539
10951,1959.101196
10952,3458.105957
10953,16728.826172
10954,8512.672852
10955,15165.174805
10956,14370.680664
10957,18090.732422
10958,16189.916016
10959,15944.709961
10960,15926.430664
10961,3405.517090
10962,32137.162109
10963,28365.640625
10964,29893.386719
10965,26383.373047
10966,25466.173828
10967,30349.408203
10968,22617.535156
10969,30522.138672
10970,25818.564453
10971,21112.267578
10972,33182.250000
10973,33282.828125
10974,24594.066406
10975,38378.296875
10976,31745.867188
10977,29660.818359
10978,37234.886719
10979,39787.347656
10980,39525.640625
10981,41642.078125
10982,39697.906250
10983,51798.042969
10984,43413.824219
10985,39753.628906
10986,49991.414062
10987,38271.480469
10988,44999.750000
10989,49606.464844
10990,39639.273438
10991,38486.601562
10992,56001.582031
10993,42296.476562
10994,41120.625000
10995,47243.511719
10996,40256.179688
10997,48087.199219
10998,43358.902344
10999,34982.167969
11000,55615.707031
11001,42596.359375
11002,47345.675781
11003,41298.269531
11004,41631.828125
11005,42728.554688
11006,43054.687500
11007,40948.320312
11008,46902.906250
11009,46991.476562
11010,47968.789062
11011,50236.164062
11012,43356.644531
11013,45844.320312
11014,43581.363281
11015,22675.113281
11016,38252.601562
11017,34142.820312
11018,33940.546875
11019,30998.482422
11020,35801.437500
11021,30401.892578
11022,27522.068359
11023,39564.804688
11024,36485.628906
11025,30191.234375
11026,24797.908203
11027,37944.832031
11028,27339.724609
11029,39415.265625
11030,32314.039062
11031,24353.423828
11032,26848.794922
11033,29777.632812
11034,29803.761719
11035,25131.529297
11036,19704.408203
11037,28353.478516
11038,14027.919922
11039,19609.439453
11040,12613.236328
11041,18053.654297
11042,17831.357422
11043,10328.068359
11044,12621.984375
11045,6833.583496
11046,7146.229492
11047,11833.985352
11048,12304.844727
11049,778.888611
11050,4724.030762
11051,-7592.852051
11052,5830.279785
11053,-629.417908
11054,3537.242188
11055,633.651001
11056,-7702.208008
11057,-8128.802734
11058,-11652.427734
11059,-7504.039551
11060,-9096.871094
11061,-21305.363281
11062,-9688.983398
11063,-5406.139648
11064,-13303.784180
11065,-20600.503906
11066,-21658.318359
11067,-17239.037109
11068,-17503.759766
11069,-28380.673828
11070,-22235.701172
11071,-24896.376953
11072,-31768.156250
11073,-16214.025391
11074,-27499.701172
11075,-19123.626953
11076,-27483.691406
11077,-20430.550781
11078,-36626.812500
11079,-32830.363281
11080,-32569.970703
11081,-24832.046875
11082,-39959.644531
11083,-30784.996094
11084,-33453.109375
11085,-36841.070312
11086,-45129.687500
11087,-40674.445312
11088,-48064.039062
11089,-37807.175781
11090,-44797.429688
11091,-42154.902344
11092,-45043.792969
11093,-42311.144531
11094,-29134.287109
11095,-41528.414062
11096,-41621.062500
11097,-37237.863281
11098,-49690.410156
11099,-52692.570312
11100,-51166.984375
11101,-50402.343750
11102,-44830.445312
11103,-42767.757812
11104,-40302.828125
11105,-48299.765625
11106,-53079.953125
11107,-42327.605469
11108,-40239.730469
11109,-38497.132812
11110,-32724.201172
11111,-40623.304688
11112,-52973.390625
11113,-50792.746094
11114,-43933.800781
11115,-48320.441406
11116,-38193.515625
11117,-39913.574219
11118,-36089.527344
11119,-47362.875000
11120,-47923.671875
11121,-32482.435547
11122,-40343.386719
11123,-38565.382812
11124,-41622.546875
11125,-34068.292969
11126,-38357.855469
11127,-39098.929688
11128,-38598.863281
11129,-29683.914062
11130,-39977.894531
11131,-39102.613281
11132,-33256.281250
11133,-35986.929688
11134,-41771.667969
11135,-34317.152344
11136,-37460.492188
11137,-28265.019531
11138,-27578.488281
11139,-31052.490234
11140,-22890.251953
11141,-28001.394531
11142,-21659.046875
11143,-24657.185547
11144,-28960.667969
11145,-24546.800781
11146,-12914.217773
11147,-14046.645508
11148,-18074.287109
11149,-13008.690430
11150,-17714.175781
11151,-5827.865234
11152,-751.761169
11153,-13171.540039
11154,-5760.951660
11155,-6063.348633
11156,-4429.798828
11157,1911.952881
11158,5971.147461
11159,-10511.089844
11160,1535.944946
11161,6330.138672
11162,13873.359375
11163,-5497.267578
11164,9886.686523
11165,11200.376953
11166,6763.668457
11167,3592.739258
11168,7199.364746
11169,9246.268555
11170,21888.474609
11171,17686.535156
11172,-552.476135
11173,19596.500000
11174,26141.638672
11175,16089.244141
11176,9758.616211
11177,24720.939453
11178,29017.927734
11179,6451.571777
11180,21390.068359
11181,17799.732422
11182,20364.417969
11183,22280.236328
11184,22312.427734
11185,20171.863281
11186,39908.414062
11187,33457.011719
11188,25630.521484
11189,35060.554688
11190,32692.544922
11191,44130.867188
11192,37480.273438
11193,30747.867188
11194,29592.548828
11195,37157.359375
11196,30350.900391
11197,42947.984375
11198,46781.511719
11199,48102.140625
11200,46793.992188
11201,39914.503906
11202,40931.437500
11203,38323.890625
11204,46553.863281
11205,47544.925781
11206,44074.261719
11207,41486.425781
11208,44474.855469
11209,46875.394531
11210,52068.097656
11211,41626.492188
11212,43022.531250
