Performance
137.086042
Index,Sum
5027,-17812.945313
5028,-21934.382813
5029,-31184.275391
5030,-16493.509766
5031,-25667.619141
5032,-29246.490234
5033,-31396.769531
5034,-26185.359375
5035,-45118.046875
5036,-36975.816406
5037,-27669.130859
5038,-39410.019531
5039,-41566.761719
5040,-32563.656250
5041,-47865.617188
5042,-32712.738281
5043,-32254.615234
5044,-40797.496094
5045,-38132.929688
5046,-50142.726563
5047,-47173.863281
5048,-41289.226563
5049,-39931.738281
5050,-51574.304688
5051,-46955.058594
5052,-59261.296875
5053,-57593.515625
5054,-48605.703125
5055,-50388.222656
5056,-62803.898438
5057,-57960.621094
5058,-52476.109375
5059,-60552.710938
5060,-53532.890625
5061,-61031.613281
5062,-61062.480469
5063,-54848.339844
5064,-55571.957031
5065,-63249.292969
5066,-55743.265625
5067,-64627.300781
5068,-63354.214844
5069,-61183.054688
5070,-59236.535156
5071,-77314.187500
5072,-56011.542969
5073,-66343.750000
5074,-54356.093750
5075,-60329.476563
5076,-55293.664063
5077,-51307.730469
5078,-58838.527344
5079,-68820.609375
5080,-58307.074219
5081,-72128.796875
5082,-69656.695313
5083,-49711.738281
5084,-51390.058594
5085,-49538.988281
5086,-57107.699219
5087,-46463.804688
5088,-50489.136719
5089,-39140.332031
5090,-44472.839844
5091,-45697.761719
5092,-40910.261719
5093,-48707.957031
5094,-34752.449219
5095,-45473.843750
5096,-48578.339844
5097,-30493.343750
5098,-44721.609375
5099,-38188.585938
5100,-31837.144531
5101,-44723.835938
5102,-38830.328125
5103,-34214.871094
5104,-38078.449219
5105,-22450.001953
5106,-22328.417969
5107,-27812.099609
5108,-20097.656250
5109,-22956.884766
5110,-16214.354492
5111,-5098.527832
5112,-20508.001953
5113,-21959.048828
5114,-9387.775391
5115,-16392.044922
5116,-8131.351563
5117,-11876.449219
5118,-5928.049316
5119,304.706024
5120,-16692.666016
5121,944.313843
5122,-3056.731201
5123,-5147.595215
5124,3773.583008
5125,4899.510254
5126,15999.992188
5127,6110.028320
5128,14687.715820
5129,6009.430664
5130,5526.017090
5131,17095.910156
5132,23447.310547
5133,13185.646484
5134,16673.109375
5135,22928.402344
5136,24488.517578
5137,17287.466797
5138,31082.125000
5139,43156.308594
5140,27936.292969
5141,39753.929688
5142,27200.261719
5143,27968.953125
5144,34213.128906
5145,40827.140625
5146,38983.148438
5147,38997.257813
5148,41571.230469
5149,37732.984375
5150,46385.230469
5151,28989.941406
5152,39464.957031
5153,43379.789063
5154,44590.218750
5155,36950.183594
5156,52278.441406
5157,40089.976563
5158,45214.164063
5159,48880.468750
5160,53138.011719
5161,45720.937500
5162,48575.019531
5163,41327.234375
5164,55312.941406
5165,60529.386719
5166,59017.687500
5167,66352.054688
5168,52074.914063
5169,52494.191406
5170,59135.085938
5171,58628.265625
5172,68272.242188
5173,60429.351563
5174,64588.757813
5175,44573.464844
5176,69466.375000
5177,55409.835938
5178,54512.179688
5179,53363.308594
5180,46820.488281
5181,71482.507813
5182,73667.156250
5183,61690.281250
5184,59846.453125
5185,64334.980469
5186,58965.250000
5187,49398.652344
5188,57580.136719
5189,60658.625000
5190,45669.027344
5191,52332.882813
5192,53472.937500
5193,53464.363281
5194,61594.324219
5195,54169.644531
5196,46277.839844
5197,53367.082031
5198,43743.175781
5199,45865.253906
5200,43908.734375
5201,44980.109375
5202,49005.570313
5203,39157.042969
5204,35269.335938
5205,44168.367188
5206,43626.417969
5207,34934.250000
5208,39997.421875
5209,29070.222656
5210,30542.917969
5211,45054.179688
5212,44697.371094
5213,34809.027344
5214,30634.265625
5215,24562.396484
5216,31880.455078
5217,30980.669922
5218,11786.680664
5219,18225.433594
5220,14354.084961
5221,9758.326172
5222,5801.535645
5223,22448.906250
5224,8842.375000
5225,7154.739746
5226,8720.514648
5227,10473.002930
5228,2631.296387
5229,-2848.672607
5230,6507.167969
5231,-3435.213623
5232,4507.899414
5233,-9006.038086
5234,4004.373535
5235,-2074.658203
5236,-3758.969482
5237,-11136.619141
5238,-4744.821289
5239,-17012.392578
5240,-9945.974609
5241,-7088.389160
5242,-32880.710938
5243,-14076.746094
5244,-24655.917969
5245,-19824.265625
5246,-22606.703125
5247,-22885.900391
5248,-24776.164063
5249,-24131.128906
5250,-23199.029297
5251,-26337.015625
5252,-39476.203125
5253,-37720.957031
5254,-34668.222656
5255,-36925.996094
5256,-42482.316406
5257,-49950.964844
5258,-54124.730469
5259,-38429.351563
5260,-46688.496094
5261,-33265.789063
5262,-47406.855469
5263,-49752.742188
5264,-50341.558594
5265,-41813.753906
5266,-58359.207031
5267,-36500.128906
5268,-55391.632813
5269,-59120.757813
5270,-51940.250000
5271,-56949.339844
5272,-55540.636719
5273,-52014.613281
5274,-57451.554688
5275,-59635.726563
5276,-65205.996094
5277,-61162.722656
5278,-56380.410156
5279,-62569.378906
5280,-53636.617188
5281,-67941.273438
5282,-50919.968750
5283,-51880.136719
5284,-60580.718750
5285,-69929.484375
5286,-53253.968750
5287,-63659.777344
5288,-59066.558594
5289,-47252.074219
5290,-45964.386719
5291,-62458.296875
5292,-59561.085938
5293,-55227.570313
5294,-54227.851563
5295,-45225.523438
5296,-61946.171875
5297,-55579.921875
5298,-49616.023438
5299,-55998.671875
5300,-56880.777344
5301,-56061.289063
5302,-57690.078125
5303,-52598.496094
5304,-47297.070313
5305,-43121.066406
5306,-59262.031250
5307,-53868.332031
5308,-49607.640625
5309,-42308.546875
5310,-46403.546875
5311,-34942.617188
5312,-33755.105469
5313,-37841.582031
5314,-32632.687500
5315,-40490.746094
5316,-38342.519531
5317,-33557.519531
5318,-31326.402344
5319,-36894.839844
5320,-29133.824219
5321,-27373.109375
5322,-19161.351563
5323,-25635.179688
5324,-24175.455078
5325,-16414.279297
5326,-12822.767578
5327,-18519.582031
5328,-5026.760742
5329,-13279.393555
5330,-16829.859375
5331,-3315.710693
5332,-6033.580566
5333,-9751.271484
5334,-7794.525879
5335,-9878.445313
5336,3330.312012
5337,-7792.882813
5338,-11232.324219
5339,9812.234375
5340,3425.301514
5341,8542.326172
5342,3154.345459
5343,13105.640625
5344,9464.521484
5345,9407.991211
5346,4787.076172
5347,29197.603516
5348,5283.027832
5349,19722.355469
5350,15033.489258
5351,20953.285156
5352,12124.395508
5353,27322.513672
5354,25491.382813
5355,20409.226563
5356,26138.789063
5357,34241.753906
5358,41205.406250
5359,30960.808594
5360,24247.181641
5361,48836.167969
5362,31787.056641
5363,38535.531250
5364,44981.460938
5365,38014.851563
5366,47372.480469
5367,56992.636719
5368,51232.863281
5369,56477.089844
5370,53802.808594
5371,58312.781250
5372,50161.332031
5373,53235.062500
5374,45635.515625
5375,40825.078125
5376,39289.542969
5377,43086.175781
5378,53044.457031
5379,51462.328125
5380,67979.968750
5381,57159.621094
5382,57155.445313
5383,51651.585938
5384,61677.136719
5385,58743.558594
5386,59297.253906
5387,54563.046875
5388,50009.652344
5389,56968.320313
5390,67418.101563
5391,55194.644531
5392,60827.972656
5393,71699.210938
5394,54595.312500
5395,65482.847656
5396,58833.398438
5397,55282.417969
5398,46864.285156
5399,57738.402344
5400,59689.664063
5401,50468.433594
5402,50775.406250
5403,66636.507813
5404,51413.320313
5405,51199.253906
5406,54380.671875
5407,64430.558594
5408,50610.398438
5409,44705.628906
5410,55615.898438
5411,52094.164063
5412,49652.082031
5413,51858.550781
5414,49682.292969
5415,46770.742188
5416,34857.046875
5417,53853.171875
5418,39336.242188
5419,45168.351563
5420,33646.472656
5421,48823.722656
5422,39178.019531
5423,46977.574219
5424,39943.074219
5425,26617.478516
5426,35565.898438
5427,49303.285156
5428,28063.205078
5429,26939.000000
5430,27438.585938
5431,25017.054688
5432,28508.171875
5433,21505.583984
5434,21967.806641
5435,22747.128906
5436,12256.357422
5437,6614.042480
5438,20615.962891
5439,14513.150391
5440,11669.611328
5441,6690.603516
5442,5848.463379
5443,4034.035400
5444,12086.989258
5445,2795.781494
5446,1599.569580
5447,-6200.221191
5448,-8187.872559
5449,-6270.084473
5450,-18318.785156
5451,-10186.006836
5452,-4002.190918
5453,-8394.208984
5454,-11502.626953
5455,-12274.005859
5456,-6467.065918
5457,-18012.505859
5458,-21490.792969
5459,-28090.099609
5460,-28294.486328
5461,-27149.804688
5462,-43131.175781
5463,-25798.062500
5464,-21988.710938
5465,-31385.910156
5466,-30092.814453
5467,-25647.312500
5468,-48976.800781
5469,-46354.519531
5470,-41442.398438
5471,-35591.886719
5472,-38729.414063
5473,-44065.000000
5474,-46865.160156
5475,-37864.515625
5476,-45904.359375
5477,-46977.679688
5478,-38667.972656
5479,-48482.378906
5480,-47740.183594
5481,-45155.843750
5482,-48629.046875
5483,-55328.351563
5484,-48032.328125
5485,-52577.425781
5486,-47324.984375
5487,-45147.800781
5488,-57183.039063
5489,-52958.503906
5490,-59455.875000
5491,-52411.636719
5492,-66076.968750
5493,-72403.406250
5494,-50194.648438
5495,-65123.050781
5496,-56339.746094
5497,-48052.753906
5498,-52378.351563
5499,-50797.917969
5500,-60848.984375
5501,-56705.972656
5502,-59271.746094
5503,-58041.824219
5504,-61141.207031
5505,-48309.476563
5506,-48350.437500
5507,-62330.113281
5508,-52429.859375
5509,-60217.097656
5510,-55132.292969
5511,-44640.781250
5512,-52673.027344
5513,-51738.140625
5514,-55653.046875
5515,-51185.226563
5516,-43356.652344
5517,-51075.789063
5518,-48239.175781
5519,-52215.144531
5520,-60940.785156
5521,-42262.390625
5522,-51547.617188
5523,-46404.421875
5524,-38347.281250
5525,-43946.214844
5526,-44441.402344
5527,-45006.597656
5528,-52706.722656
5529,-36904.363281
5530,-29244.351563
5531,-48202.062500
5532,-33955.226563
5533,-23503.474609
5534,-42002.386719
5535,-31058.755859
5536,-27926.550781
5537,-21568.011719
5538,-24347.306641
5539,-26429.931641
5540,-25810.880859
5541,-29333.003906
5542,-15552.897461
5543,-2650.964600
5544,-20509.939453
5545,-17499.416016
5546,-20226.980469
5547,-16631.757813
5548,-2640.702881
5549,-12000.822266
5550,-5782.612305
5551,-4282.318848
5552,-14125.916992
5553,4949.211426
5554,6091.590820
5555,3264.741455
5556,2157.617432
5557,15161.636719
5558,4159.238281
5559,14233.996094
5560,6564.182129
5561,15490.680664
5562,13572.916016
5563,7318.912109
5564,1757.234497
5565,20135.839844
5566,15379.041016
5567,18106.673828
5568,22909.800781
5569,20596.810547
5570,26338.679688
5571,24736.740234
5572,24794.679688
5573,30802.560547
5574,30990.531250
5575,35898.089844
5576,38423.089844
5577,32189.207031
5578,47401.027344
5579,35311.160156
5580,38148.839844
5581,38831.187500
5582,39171.273438
5583,37795.710938
5584,52035.480469
5585,33873.406250
5586,48131.351563
5587,44912.062500
5588,51637.503906
5589,54177.433594
5590,52799.800781
5591,57938.421875
5592,58503.417969
5593,56913.601563
5594,50372.707031
5595,64174.378906
5596,64006.703125
5597,61415.988281
5598,58440.128906
5599,51794.226563
5600,57148.074219
5601,57367.562500
5602,50654.550781
5603,65754.554688
5604,56858.523438
5605,53937.683594
5606,62327.847656
5607,60225.734375
5608,64429.203125
5609,60208.781250
5610,57796.449219
5611,51793.988281
5612,59897.125000
5613,59693.460938
5614,59260.523438
5615,53127.890625
5616,64425.113281
5617,57507.804688
5618,55700.687500
5619,50430.667969
5620,49691.222656
5621,64369.218750
5622,59283.101563
5623,48675.667969
5624,46104.214844
5625,60006.832031
5626,49285.414063
5627,44164.066406
5628,48675.292969
5629,45021.296875
5630,45972.503906
5631,47052.234375
5632,44896.675781
5633,38508.261719
5634,48571.035156
5635,42665.148438
5636,34892.421875
5637,43980.300781
5638,47935.683594
5639,41049.074219
5640,29736.941406
5641,42472.027344
5642,31898.216797
5643,40579.863281
5644,27058.505859
5645,25463.802734
5646,25567.542969
5647,27019.498047
5648,23662.259766
5649,23104.888672
5650,20228.578125
5651,10994.263672
5652,19291.306641
5653,4655.678711
5654,14136.375977
5655,7224.473145
5656,10987.697266
5657,18566.281250
5658,12903.268555
5659,2369.751953
5660,3691.743164
5661,-4740.028320
5662,256.591644
5663,5983.004395
5664,-2379.302979
5665,-11149.235352
5666,-2073.756104
5667,-13636.099609
5668,-6809.102051
5669,-6616.373535
5670,-12022.780273
5671,-26173.433594
5672,-11400.020508
5673,-27868.937500
5674,-10141.307617
5675,-14210.627930
5676,-14205.908203
5677,-27669.236328
5678,-16203.349609
5679,-25888.253906
5680,-18696.511719
5681,-34599.085938
5682,-36002.929688
5683,-35256.394531
5684,-34484.437500
5685,-34513.660156
5686,-34195.515625
5687,-36321.257813
5688,-44587.734375
5689,-33144.101563
5690,-39071.136719
5691,-32844.476563
5692,-39706.761719
5693,-48807.292969
5694,-46058.183594
5695,-47970.175781
5696,-44999.695313
5697,-43052.433594
5698,-55254.078125
5699,-41910.578125
5700,-56174.125000
5701,-50357.777344
5702,-52854.484375
5703,-52144.031250
5704,-46140.964844
5705,-50904.335938
5706,-55823.679688
5707,-60727.863281
5708,-62205.082031
5709,-44889.750000
5710,-52956.644531
5711,-64013.070313
5712,-59975.046875
5713,-52950.605469
5714,-55317.492188
5715,-62854.339844
5716,-60038.187500
5717,-52305.679688
5718,-53459.421875
5719,-52465.109375
5720,-51824.828125
5721,-64317.246094
5722,-64384.027344
5723,-68081.796875
5724,-54959.410156
5725,-43432.187500
5726,-64511.531250
5727,-60310.011719
5728,-53385.085938
5729,-60209.988281
5730,-41028.382813
5731,-65036.792969
5732,-44028.234375
5733,-48540.601563
5734,-48418.332031
5735,-47548.429688
5736,-59221.550781
5737,-40411.636719
5738,-37668.191406
5739,-51304.656250
5740,-56497.867188
5741,-40366.343750
5742,-44747.832031
5743,-46242.609375
5744,-45947.527344
5745,-40964.273438
5746,-41440.816406
5747,-37692.046875
5748,-34212.328125
5749,-42479.902344
5750,-27359.464844
5751,-20333.187500
5752,-36639.808594
5753,-31224.251953
5754,-19584.755859
5755,-29354.441406
5756,-24414.658203
5757,-35160.488281
5758,-17977.914063
5759,-19557.367188
5760,-25179.490234
5761,-13491.479492
5762,-22016.953125
5763,-4875.150391
5764,-10417.869141
5765,-4181.586914
5766,-4098.768555
5767,-14991.671875
5768,-7302.394043
5769,-7864.942383
5770,-264.848328
5771,6463.504883
5772,1737.160156
5773,5462.820801
5774,3175.264648
5775,17734.476563
5776,2246.671387
5777,14990.369141
5778,8601.538086
5779,11792.958984
5780,15587.257813
5781,16401.800781
5782,30873.683594
5783,16346.710938
5784,21057.324219
5785,27000.839844
5786,7878.753906
5787,30799.927734
5788,23725.435547
5789,34141.820313
5790,33296.757813
5791,45770.496094
5792,26980.384766
5793,41530.402344
5794,34692.917969
5795,27750.867188
5796,40231.851563
5797,46154.121094
5798,38466.121094
5799,48954.398438
5800,43681.941406
5801,41358.101563
5802,40072.179688
5803,37476.671875
5804,52637.371094
5805,60994.339844
5806,49817.113281
5807,55274.183594
5808,49226.371094
5809,47085.464844
5810,52206.917969
5811,43040.472656
5812,51179.781250
5813,45284.339844
5814,60091.007813
5815,52979.269531
5816,61922.765625
5817,61922.031250
5818,54284.457031
5819,48070.683594
5820,57553.335938
5821,53295.484375
5822,58386.027344
5823,44032.421875
5824,55730.199219
5825,60783.105469
5826,67108.460938
5827,60146.460938
5828,58899.078125
5829,56036.804688
5830,55247.238281
5831,58284.164063
5832,55563.503906
5833,51382.437500
5834,64996.875000
5835,45499.753906
5836,50120.804688
5837,57436.316406
5838,55979.957031
5839,52973.964844
5840,53908.105469
5841,58307.750000
5842,57174.699219
5843,62780.804688
5844,39316.917969
5845,49875.281250
5846,47617.191406
5847,42857.292969
5848,43652.429688
5849,38036.011719
5850,33903.136719
5851,51435.757813
5852,38799.062500
5853,46615.332031
5854,31383.693359
5855,34860.765625
5856,43479.199219
5857,30446.365234
5858,35023.285156
5859,38858.031250
5860,29905.437500
5861,31736.591797
5862,29462.265625
5863,29975.824219
5864,27610.769531
5865,14997.354492
5866,13458.193359
5867,16265.310547
5868,20448.623047
5869,8352.759766
5870,23938.013672
5871,11652.285156
5872,7853.515137
5873,7400.229492
5874,16062.899414
5875,9016.753906
5876,10890.651367
5877,-2826.544922
5878,-3378.989990
5879,3245.127686
5880,-668.739197
5881,-3677.157959
5882,-5176.680176
5883,-15367.590820
5884,-8586.342773
5885,-16617.248047
5886,-14969.010742
5887,-16691.107422
5888,-22034.523438
5889,-19034.390625
5890,-20668.515625
5891,-18602.455078
5892,-27688.138672
5893,-35443.167969
5894,-23976.976563
5895,-19311.777344
5896,-14789.271484
5897,-32795.812500
5898,-36590.902344
5899,-33673.843750
5900,-27546.240234
5901,-37651.906250
5902,-49504.656250
5903,-41611.054688
5904,-47029.488281
5905,-40572.078125
5906,-38214.718750
5907,-42529.843750
5908,-48613.582031
5909,-53501.253906
5910,-55716.621094
5911,-42420.437500
5912,-58169.816406
5913,-41609.968750
5914,-61572.957031
5915,-53712.902344
5916,-51281.449219
5917,-49175.886719
5918,-60421.972656
5919,-56006.718750
5920,-58021.218750
5921,-61936.472656
5922,-56130.527344
5923,-62189.296875
5924,-55256.144531
5925,-46972.078125
5926,-57809.125000
5927,-63549.468750
5928,-48500.113281
5929,-60284.468750
5930,-60133.730469
5931,-57148.937500
5932,-59898.714844
5933,-60801.292969
5934,-49270.261719
5935,-54209.058594
5936,-61590.582031
5937,-57759.515625
5938,-42020.320313
5939,-53900.820313
5940,-54549.308594
5941,-48825.210938
5942,-56807.351563
5943,-54741.484375
5944,-49717.550781
5945,-67305.367188
5946,-56455.804688
5947,-37349.777344
5948,-46615.410156
5949,-47367.554688
5950,-41759.160156
5951,-42747.667969
5952,-57097.382813
5953,-46717.378906
5954,-44759.441406
5955,-55485.906250
5956,-42102.156250
5957,-43280.093750
5958,-47820.003906
5959,-43795.121094
5960,-38431.636719
5961,-45944.859375
5962,-48691.601563
5963,-43837.359375
5964,-40842.101563
5965,-28634.847656
5966,-38767.531250
5967,-30504.640625
5968,-31233.025391
5969,-18687.419922
5970,-30257.640625
5971,-41082.910156
5972,-36069.511719
5973,-33702.324219
5974,-30111.289063
5975,-22535.978516
5976,-23526.824219
5977,-19490.367188
5978,-16541.492188
5979,-18135.021484
5980,-12193.257813
5981,-13264.495117
5982,-4989.056152
5983,-4723.225098
5984,-5508.668457
5985,-299.477112
5986,-632.714355
5987,8820.238281
5988,-6239.206055
5989,6350.790039
5990,2279.962891
5991,3615.994141
5992,13055.494141
5993,6130.985352
5994,21900.765625
5995,16533.902344
5996,20363.486328
5997,14006.536133
5998,8670.551758
5999,32270.386719
6000,17106.064453
6001,31257.941406
6002,26538.300781
6003,25564.107422
6004,37096.937500
6005,34412.976563
6006,23180.328125
6007,41732.855469
6008,39260.417969
6009,44628.687500
6010,43195.445313
6011,38337.300781
6012,37877.109375
6013,39025.789063
6014,46798.425781
6015,54590.617188
6016,34830.054688
6017,43379.343750
6018,39338.253906
6019,58995.015625
6020,49324.652344
6021,48057.058594
6022,60155.636719
6023,54589.183594
6024,57128.109375
6025,53632.906250
6026,63920.535156
6027,51565.199219
6028,53594.226563
6029,50641.492188
6030,58301.136719
6031,58512.851563
6032,52899.503906
6033,52360.828125
6034,45727.031250
6035,56667.324219
6036,63239.917969
6037,43179.777344
6038,58683.019531
6039,60233.863281
6040,63722.785156
6041,67515.695313
6042,56397.855469
6043,59174.792969
6044,65667.796875
6045,62735.371094
6046,62328.207031
6047,60403.738281
6048,52915.554688
6049,53439.945313
6050,52580.277344
6051,67594.710938
6052,50455.796875
6053,57327.515625
6054,56496.910156
6055,52683.886719
6056,48635.964844
6057,44229.906250
6058,52280.621094
6059,39063.617188
6060,42566.042969
6061,47486.753906
6062,38315.988281
6063,50470.281250
6064,35668.636719
6065,44533.214844
6066,40488.667969
6067,52025.984375
6068,45933.472656
6069,36430.714844
6070,28797.679688
6071,36427.500000
6072,33179.625000
6073,18971.009766
6074,33102.566406
6075,28580.662109
6076,32283.091797
6077,23325.455078
6078,22930.691406
6079,25444.300781
6080,19615.425781
6081,25060.234375
6082,13631.318359
6083,12246.906250
6084,11675.412109
6085,16799.708984
6086,15304.919922
6087,21853.792969
6088,7192.466797
6089,2636.015869
6090,6531.724609
6091,3392.828125
6092,4506.398438
6093,13207.592773
6094,3996.911865
6095,-5125.996582
6096,5542.841309
6097,-12786.979492
6098,-13149.193359
6099,-9226.592773
6100,-4361.415039
6101,-3189.688232
6102,-9302.706055
6103,-11848.022461
6104,-14670.010742
6105,-23720.882813
6106,-22706.244141
6107,-19398.199219
6108,-18253.662109
6109,-30939.744141
6110,-24944.003906
6111,-30885.943359
6112,-21472.402344
6113,-32553.115234
6114,-34346.765625
6115,-23016.031250
6116,-20312.730469
6117,-26117.390625
6118,-42817.066406
6119,-42118.671875
6120,-45682.500000
6121,-48792.921875
6122,-37746.500000
6123,-37733.292969
6124,-44886.351563
6125,-39299.140625
6126,-54231.109375
6127,-45599.058594
6128,-39654.710938
6129,-56481.503906
6130,-46242.687500
6131,-50304.695313
6132,-31419.402344
6133,-49937.378906
6134,-53072.398438
6135,-56292.882813
6136,-64650.863281
6137,-51167.414063
6138,-53811.304688
6139,-58996.136719
6140,-52405.390625
6141,-52856.878906
6142,-44026.613281
6143,-58767.238281
6144,-59757.472656
6145,-55901.675781
6146,-56051.953125
6147,-43909.167969
6148,-56737.238281
6149,-49936.234375
6150,-62531.574219
6151,-52660.035156
6152,-67857.101563
6153,-55619.960938
6154,-67140.359375
6155,-48444.390625
6156,-58814.191406
6157,-53893.265625
6158,-57173.003906
6159,-44169.328125
6160,-51028.968750
6161,-57571.238281
6162,-55218.925781
6163,-46073.765625
6164,-55609.804688
6165,-51252.468750
6166,-49054.257813
6167,-43317.417969
6168,-45909.656250
6169,-54686.125000
6170,-48798.769531
6171,-43599.050781
6172,-42786.562500
6173,-33611.722656
6174,-43309.050781
6175,-41607.953125
6176,-30078.410156
6177,-38906.484375
6178,-39094.070313
6179,-45049.738281
6180,-26287.837891
6181,-32959.777344
6182,-34291.226563
6183,-37731.136719
6184,-31509.189453
6185,-29514.466797
6186,-22891.519531
6187,-20333.480469
6188,-16086.573242
6189,-31695.072266
6190,-17363.769531
6191,-21544.884766
6192,-21719.263672
6193,-14203.755859
6194,-4873.582520
6195,-8928.511719
6196,-10340.368164
6197,-9153.806641
6198,-3391.779053
6199,80.746613
6200,3317.490967
6201,-1284.901489
6202,5750.240723
6203,761.735718
6204,6096.855957
6205,-11551.154297
6206,1796.522217
6207,17513.498047
6208,7153.818359
6209,10061.793945
6210,19175.921875
6211,16316.713867
6212,23063.982422
6213,20748.607422
6214,19963.746094
6215,17902.480469
6216,21023.197266
6217,25451.232422
6218,21358.224609
6219,33396.484375
6220,34466.699219
6221,33614.617188
6222,46740.199219
6223,35735.726563
6224,30342.972656
6225,31016.761719
6226,34266.894531
6227,46957.222656
6228,37161.210938
6229,42180.863281
6230,29071.628906
6231,39037.527344
6232,44334.199219
6233,49775.527344
6234,43073.046875
6235,59359.312500
6236,43423.859375
6237,46382.753906
6238,57062.031250
6239,62236.113281
6240,52379.664063
6241,66666.039063
6242,60154.195313
6243,53913.355469
6244,51225.519531
6245,44026.207031
6246,55821.195313
6247,56575.257813
6248,60170.875000
6249,62838.976563
6250,55011.765625
6251,57624.355469
6252,64517.699219
6253,50750.968750
6254,56915.703125
6255,57507.007813
6256,72146.375000
6257,69693.851563
6258,63927.050781
6259,61132.949219
6260,56077.765625
6261,54011.035156
6262,55973.117188
6263,59228.203125
6264,48359.554688
6265,59220.871094
6266,57400.269531
6267,50681.218750
6268,50345.671875
6269,43277.316406
6270,49263.691406
6271,51788.792969
6272,45386.996094
6273,52168.593750
6274,41980.101563
6275,53281.285156
6276,52020.207031
6277,49536.734375
6278,52211.328125
6279,44699.875000
6280,40990.992188
6281,41069.218750
6282,44409.539063
6283,44506.097656
6284,36844.738281
6285,38652.191406
6286,37833.921875
6287,30223.460938
6288,29427.121094
6289,18437.316406
6290,40094.718750
6291,42221.371094
6292,33323.664063
6293,28998.693359
6294,24115.664063
6295,33720.742188
6296,27710.455078
6297,9319.657227
6298,36251.808594
6299,21444.927734
6300,6434.133301
6301,22208.171875
6302,4018.505615
6303,13512.358398
6304,9802.403320
6305,-1348.669189
6306,1090.855957
6307,1183.749756
6308,16204.071289
6309,2000.511719
6310,-4903.438477
6311,-3347.103271
6312,3615.048096
6313,2464.096680
6314,1172.197876
6315,-7087.710449
6316,-6835.039551
6317,-10963.279297
6318,-10654.410156
6319,-8744.926758
6320,-6796.000488
6321,-19182.298828
6322,-21113.917969
6323,-25717.419922
6324,-23165.882813
6325,-20582.414063
6326,-22479.292969
6327,-26840.169922
6328,-27211.003906
6329,-26870.617188
6330,-34525.570313
6331,-30210.865234
6332,-27194.513672
6333,-31495.839844
6334,-36209.449219
6335,-47648.300781
6336,-35558.546875
6337,-52624.085938
6338,-44503.152344
6339,-52911.285156
6340,-43801.843750
6341,-49708.082031
6342,-53119.539063
6343,-44950.484375
6344,-43237.562500
6345,-55405.980469
6346,-54524.011719
6347,-43254.355469
6348,-47606.585938
6349,-39399.847656
6350,-59585.742188
6351,-61017.691406
6352,-40624.964844
6353,-57234.046875
6354,-44471.386719
6355,-53905.746094
6356,-55226.167969
6357,-46639.175781
6358,-52296.527344
6359,-64477.144531
6360,-56842.769531
6361,-55541.566406
6362,-59488.003906
6363,-56967.550781
6364,-62327.269531
6365,-53649.972656
6366,-59183.222656
6367,-51481.121094
6368,-58805.347656
6369,-48044.687500
6370,-67603.750000
6371,-57894.160156
6372,-57086.218750
6373,-72718.945313
6374,-51905.121094
6375,-59869.910156
6376,-61984.210938
6377,-45947.789063
6378,-40514.042969
6379,-58300.886719
6380,-43370.042969
6381,-62765.996094
6382,-47332.519531
6383,-40423.289063
6384,-41531.578125
6385,-45857.949219
6386,-51836.988281
6387,-43748.199219
6388,-53499.976563
6389,-38708.636719
6390,-38206.507813
6391,-31031.531250
6392,-31805.263672
6393,-32121.498047
6394,-36436.898438
6395,-34584.570313
6396,-36683.117188
6397,-41954.578125
6398,-33085.488281
6399,-17502.417969
6400,-20853.324219
6401,-30993.744141
6402,-25251.833984
6403,-30235.414063
6404,-21771.962891
6405,-28181.820313
6406,-12228.875000
6407,-13193.756836
6408,-22518.861328
6409,-12045.070313
6410,-10423.268555
6411,-13943.572266
6412,-5794.304688
6413,-11690.486328
6414,-5780.853516
6415,-10613.129883
6416,4080.232666
6417,2495.701416
6418,97.993530
6419,11559.201172
6420,9986.208008
6421,-0.329031
6422,7093.690430
6423,-762.778809
6424,16842.376953
6425,21715.347656
6426,17324.500000
6427,20744.447266
6428,15659.791016
6429,22466.880859
6430,27556.976563
6431,32515.093750
6432,27926.093750
6433,26737.927734
6434,26312.587891
6435,16683.349609
6436,30817.982422
6437,42679.742188
6438,32007.498047
6439,36291.691406
6440,33550.250000
6441,37094.382813
6442,37853.007813
6443,39838.343750
6444,53219.445313
6445,55956.078125
6446,44484.027344
6447,34812.722656
6448,43318.882813
6449,49874.925781
6450,49507.101563
6451,44969.488281
6452,51641.578125
6453,52876.945313
6454,47914.328125
6455,61267.039063
6456,50012.324219
6457,51699.054688
6458,47422.972656
6459,55473.191406
6460,55798.617188
6461,59363.976563
6462,55581.859375
6463,52718.464844
6464,47368.230469
6465,61328.839844
6466,57505.031250
6467,53571.050781
6468,52850.238281
6469,51968.617188
6470,67182.046875
6471,57022.390625
6472,52546.316406
6473,52429.250000
6474,56913.300781
6475,49554.722656
6476,46510.375000
6477,60038.257813
6478,54594.082031
6479,51863.152344
6480,54187.410156
6481,49927.941406
6482,46985.308594
6483,52997.191406
6484,50974.187500
6485,58809.011719
6486,46651.500000
6487,50426.855469
6488,55532.050781
6489,45029.375000
6490,61571.531250
6491,39985.074219
6492,47286.332031
6493,46462.437500
6494,35686.667969
6495,41564.394531
6496,42938.906250
6497,39536.113281
6498,38576.453125
6499,38379.167969
